会员编号,股票代码,股票名称,交易类型,交易量,股票价格,总股价,交易手续费,交易状态,交易日期
YT269999,HPM,皇富矿业,购买,302,5.08,1534.16,0.00,交易完成,"2016-06-06 15:53:44"
37001836,HPM,皇富矿业,购买,19687,5.08,100009.96,0.00,交易完成,"2016-06-06 15:53:29"
50458730,HPM,皇富矿业,出售,5921,5.08,30078.68,300.79,交易完成,"2016-06-06 15:53:21"
ZHX168,HPM,皇富矿业,出售,60000,5.08,304800.00,3048.00,交易完成,"2016-06-06 15:53:17"
LSP001,HPM,皇富矿业,购买,5000,5.08,25400.00,0.00,交易完成,"2016-06-06 15:53:05"
P16978909,HPM,皇富矿业,购买,60,5.08,304.80,0.00,交易完成,"2016-06-06 15:52:27"
5566778899,HPM,皇富矿业,购买,1490,5.08,7569.20,0.00,交易完成,"2016-06-06 15:52:00"
DRJ001,HPM,皇富矿业,购买,6,5.08,30.48,0.00,交易完成,"2016-06-06 15:51:44"
72160768,HPM,皇富矿业,出售,55541,5.08,282148.28,2821.48,交易完成,"2016-06-06 15:51:38"
YXF002,HPM,皇富矿业,购买,5496,5.08,27919.68,0.00,交易完成,"2016-06-06 15:50:27"
19822720,HPM,皇富矿业,购买,170,5.08,863.60,0.00,交易完成,"2016-06-06 15:49:16"
72417517,HPM,皇富矿业,出售,70283,5.08,357037.64,3570.38,交易完成,"2016-06-06 15:48:52"
55555888,HPM,皇富矿业,出售,28120,5.08,142849.60,1428.50,交易完成,"2016-06-06 15:46:20"
WYJ002,HPM,皇富矿业,购买,14937,5.08,75879.96,0.00,交易完成,"2016-06-06 15:45:57"
ytr8762,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:45:44"
55278230,HPM,皇富矿业,出售,18193,5.08,92420.44,924.20,交易完成,"2016-06-06 15:45:42"
62229868,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 15:45:40"
K72539943,HPM,皇富矿业,购买,9,5.08,45.72,0.00,交易完成,"2016-06-06 15:45:13"
55278231,HPM,皇富矿业,出售,149504,5.08,759480.32,7594.80,交易完成,"2016-06-06 15:45:04"
88886666,HPM,皇富矿业,购买,8328,5.08,42306.24,0.00,交易完成,"2016-06-06 15:44:27"
69656971,HPM,皇富矿业,购买,19705,5.08,100101.40,0.00,交易完成,"2016-06-06 15:43:43"
560117,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:43:39"
YT269999,HPM,皇富矿业,购买,7042,5.08,35773.36,0.00,交易完成,"2016-06-06 15:43:36"
YMY001,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:43:24"
YT6655,PPE,越南电力油气咨询工程公司,出售,670586,4.96,3326106.56,33261.07,交易完成,"2016-06-06 15:43:08"
ZCL001,PPE,越南电力油气咨询工程公司,出售,3,4.96,14.88,0.15,交易完成,"2016-06-06 15:42:26"
ZCL001,PPE,越南电力油气咨询工程公司,出售,3,4.96,14.88,0.15,交易完成,"2016-06-06 15:42:24"
ZCL001,PPE,越南电力油气咨询工程公司,出售,3,4.96,14.88,0.15,交易完成,"2016-06-06 15:42:22"
YMY001,HPM,皇富矿业,购买,314,5.08,1595.12,0.00,交易完成,"2016-06-06 15:42:07"
20156030,HPM,皇富矿业,购买,9842,5.08,49997.36,0.00,交易完成,"2016-06-06 15:42:01"
P37001836,HPM,皇富矿业,购买,654,5.08,3322.32,0.00,交易完成,"2016-06-06 15:42:00"
YT197197,HPM,皇富矿业,购买,9978,5.08,50688.24,0.00,交易完成,"2016-06-06 15:41:23"
YT862887,HPM,皇富矿业,购买,4232,5.08,21498.56,0.00,交易完成,"2016-06-06 15:41:21"
YT799,HPM,皇富矿业,购买,20,5.08,101.60,0.00,交易完成,"2016-06-06 15:40:55"
778899,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:40:46"
5566778899,HPM,皇富矿业,购买,1000,5.08,5080.00,0.00,交易完成,"2016-06-06 15:40:25"
20156030,HPM,皇富矿业,购买,44177,5.08,224419.16,0.00,交易完成,"2016-06-06 15:40:23"
YW3613,HPM,皇富矿业,购买,13143,5.08,66766.44,0.00,交易完成,"2016-06-06 15:39:41"
560116,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:39:01"
YT7999,HPM,皇富矿业,购买,87,5.08,441.96,0.00,交易完成,"2016-06-06 15:38:52"
18110768,HPM,皇富矿业,购买,10000,5.08,50800.00,0.00,交易完成,"2016-06-06 15:36:21"
6951368,HPM,皇富矿业,购买,5884,5.08,29890.72,0.00,交易完成,"2016-06-06 15:35:53"
08889998,HPM,皇富矿业,出售,1100,5.08,5588.00,55.88,交易完成,"2016-06-06 15:35:37"
00100119,HPM,皇富矿业,出售,10039,5.08,50998.12,509.98,交易完成,"2016-06-06 15:34:05"
17817899,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:33:59"
P86646734,HPM,皇富矿业,购买,20242,5.08,102829.36,0.00,交易完成,"2016-06-06 15:33:49"
59999088,PPE,越南电力油气咨询工程公司,出售,73000,4.96,362080.00,3620.80,交易完成,"2016-06-06 15:32:19"
08888,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 15:31:40"
ZL001,HPM,皇富矿业,购买,379,5.08,1925.32,0.00,交易完成,"2016-06-06 15:31:08"
YT259966,HPM,皇富矿业,购买,158,5.08,802.64,0.00,交易完成,"2016-06-06 15:30:32"
YT336698,HPM,皇富矿业,购买,883,5.08,4485.64,0.00,交易完成,"2016-06-06 15:30:10"
Bcj669,HPM,皇富矿业,购买,244,5.08,1239.52,0.00,交易完成,"2016-06-06 15:29:27"
00500503,HPM,皇富矿业,出售,1878,5.08,9540.24,95.40,交易完成,"2016-06-06 15:29:21"
SZG668,HPM,皇富矿业,购买,338,5.08,1717.04,0.00,交易完成,"2016-06-06 15:28:33"
60584858,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 15:27:01"
WHL1980,HPM,皇富矿业,购买,23652,5.08,120152.16,0.00,交易完成,"2016-06-06 15:25:20"
yx2292,HPM,皇富矿业,购买,982,5.08,4988.56,0.00,交易完成,"2016-06-06 15:23:54"
532786,HPM,皇富矿业,购买,10000,5.08,50800.00,0.00,交易完成,"2016-06-06 15:22:27"
YT651717,HPM,皇富矿业,购买,249,5.08,1264.92,0.00,交易完成,"2016-06-06 15:22:24"
1688,HPM,皇富矿业,购买,35514,5.08,180411.12,0.00,交易完成,"2016-06-06 15:22:02"
168863,HPM,皇富矿业,购买,590,5.08,2997.20,0.00,交易完成,"2016-06-06 15:21:51"
19128582,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 15:20:13"
568863,HPM,皇富矿业,购买,236,5.08,1198.88,0.00,交易完成,"2016-06-06 15:18:23"
LYZ008,HPM,皇富矿业,购买,197,5.08,1000.76,0.00,交易完成,"2016-06-06 15:15:57"
78729429,HPM,皇富矿业,购买,1181,5.08,5999.48,0.00,交易完成,"2016-06-06 15:15:32"
20056689,HPM,皇富矿业,购买,1181,5.08,5999.48,0.00,交易完成,"2016-06-06 15:13:21"
7878168,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:12:18"
7878168,HPM,皇富矿业,购买,1043,5.08,5298.44,0.00,交易完成,"2016-06-06 15:11:27"
MM5200,PPE,越南电力油气咨询工程公司,购买,1,4.96,4.96,0.00,交易完成,"2016-06-06 15:09:37"
MM5200,HPM,皇富矿业,购买,566,5.08,2875.28,0.00,交易完成,"2016-06-06 15:09:03"
573592,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 15:09:01"
zxh889,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 15:08:50"
K76397931,HPM,皇富矿业,出售,5714,5.08,29027.12,290.27,交易完成,"2016-06-06 15:08:49"
P87654321,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 15:08:03"
PZY008,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:06:20"
YX001,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 15:05:51"
9999862,HPM,皇富矿业,购买,137,5.08,695.96,0.00,交易完成,"2016-06-06 15:05:38"
zjh889,HPM,皇富矿业,购买,275,5.08,1397.00,0.00,交易完成,"2016-06-06 15:04:33"
00707065,HPM,皇富矿业,购买,4055,5.08,20599.40,0.00,交易完成,"2016-06-06 15:04:22"
89356229,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 15:03:18"
05120156,HPM,皇富矿业,购买,394,5.08,2001.52,0.00,交易完成,"2016-06-06 15:02:49"
99994569,HPM,皇富矿业,购买,1160,5.08,5892.80,0.00,交易完成,"2016-06-06 15:01:58"
yx2292,HPM,皇富矿业,购买,600,5.08,3048.00,0.00,交易完成,"2016-06-06 15:01:09"
ZJH002,HPM,皇富矿业,购买,886,5.08,4500.88,0.00,交易完成,"2016-06-06 15:01:01"
81639922,HPM,皇富矿业,出售,54146,5.08,275061.68,2750.62,交易完成,"2016-06-06 15:00:27"
LB696,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 14:59:27"
00100121,HPM,皇富矿业,购买,16753,5.08,85105.24,0.00,交易完成,"2016-06-06 14:58:12"
hsl888,HPM,皇富矿业,购买,590,5.08,2997.20,0.00,交易完成,"2016-06-06 14:57:48"
60652268,HPM,皇富矿业,购买,362,5.08,1838.96,0.00,交易完成,"2016-06-06 14:57:37"
qyl2826,HPM,皇富矿业,购买,132,5.08,670.56,0.00,交易完成,"2016-06-06 14:57:34"
3696986,HPM,皇富矿业,购买,4500,5.08,22860.00,0.00,交易完成,"2016-06-06 14:55:45"
60004839,HPM,皇富矿业,购买,105,5.08,533.40,0.00,交易完成,"2016-06-06 14:54:52"
jca01,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:54:48"
PG168,HPM,皇富矿业,购买,197,5.08,1000.76,0.00,交易完成,"2016-06-06 14:54:31"
0072962,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 14:53:32"
lj01,HPM,皇富矿业,购买,197,5.08,1000.76,0.00,交易完成,"2016-06-06 14:53:30"
cjx001,HPM,皇富矿业,购买,99,5.08,502.92,0.00,交易完成,"2016-06-06 14:53:08"
sj001,HPM,皇富矿业,购买,137,5.08,695.96,0.00,交易完成,"2016-06-06 14:52:05"
76811816,HPM,皇富矿业,购买,15,5.08,76.20,0.00,交易完成,"2016-06-06 14:51:03"
YT6155,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:51:02"
ZFQ999,HPM,皇富矿业,购买,763,5.08,3876.04,0.00,交易完成,"2016-06-06 14:50:54"
hxl1234,HPM,皇富矿业,购买,265,5.08,1346.20,0.00,交易完成,"2016-06-06 14:49:38"
11562036,HPM,皇富矿业,购买,104,5.08,528.32,0.00,交易完成,"2016-06-06 14:49:29"
62935663,HPM,皇富矿业,购买,114,5.08,579.12,0.00,交易完成,"2016-06-06 14:48:51"
62935663,HPM,皇富矿业,购买,428,5.08,2174.24,0.00,交易完成,"2016-06-06 14:47:50"
sxt01,HPM,皇富矿业,购买,590,5.08,2997.20,0.00,交易完成,"2016-06-06 14:47:50"
99997654,HPM,皇富矿业,购买,118,5.08,599.44,0.00,交易完成,"2016-06-06 14:47:30"
hxl1234,HPM,皇富矿业,购买,28500,5.08,144780.00,0.00,交易完成,"2016-06-06 14:47:07"
20156086,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 14:43:22"
20156086,HPM,皇富矿业,购买,590,5.08,2997.20,0.00,交易完成,"2016-06-06 14:42:53"
CXZ002,HPM,皇富矿业,购买,187,5.08,949.96,0.00,交易完成,"2016-06-06 14:42:13"
10675523,HPM,皇富矿业,购买,118,5.08,599.44,0.00,交易完成,"2016-06-06 14:41:38"
2016506,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 14:41:31"
12345699,HPM,皇富矿业,购买,59,5.08,299.72,0.00,交易完成,"2016-06-06 14:40:52"
17698557,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 14:39:26"
wyh777,HPM,皇富矿业,购买,5020,5.08,25501.60,0.00,交易完成,"2016-06-06 14:39:14"
WQW888,HPM,皇富矿业,购买,3,5.08,15.24,0.00,交易完成,"2016-06-06 14:38:18"
hldqs,HPM,皇富矿业,购买,236,5.08,1198.88,0.00,交易完成,"2016-06-06 14:36:23"
HXJ001,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 14:36:13"
P9861,HPM,皇富矿业,购买,17341,5.08,88092.28,0.00,交易完成,"2016-06-06 14:35:22"
96481762,HPM,皇富矿业,购买,253,5.08,1285.24,0.00,交易完成,"2016-06-06 14:35:21"
GSC16888,HPM,皇富矿业,购买,118,5.08,599.44,0.00,交易完成,"2016-06-06 14:35:11"
P96632773,PPE,越南电力油气咨询工程公司,出售,149,4.96,739.04,7.39,交易完成,"2016-06-06 14:34:34"
LHC882015,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:33:49"
444888,HPM,皇富矿业,购买,1,5.08,5.08,0.00,交易完成,"2016-06-06 14:33:32"
LRH1688,HPM,皇富矿业,购买,300,5.08,1524.00,0.00,交易完成,"2016-06-06 14:32:28"
LRH1688,HPM,皇富矿业,购买,290,5.08,1473.20,0.00,交易完成,"2016-06-06 14:31:48"
64602235,HPM,皇富矿业,购买,5815,5.08,29540.20,0.00,交易完成,"2016-06-06 14:31:42"
9095,HPM,皇富矿业,购买,144,5.08,731.52,0.00,交易完成,"2016-06-06 14:30:04"
02705183,HPM,皇富矿业,购买,688,5.08,3495.04,0.00,交易完成,"2016-06-06 14:29:58"
66667798,HPM,皇富矿业,购买,59,5.08,299.72,0.00,交易完成,"2016-06-06 14:29:53"
MXH001,HPM,皇富矿业,购买,411,5.08,2087.88,0.00,交易完成,"2016-06-06 14:28:58"
5688788,HPM,皇富矿业,购买,3,5.08,15.24,0.00,交易完成,"2016-06-06 14:28:39"
47707628,HPM,皇富矿业,购买,13,5.08,66.04,0.00,交易完成,"2016-06-06 14:28:31"
YT1699,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:28:24"
1028322,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:28:13"
5688788,HPM,皇富矿业,购买,15,5.08,76.20,0.00,交易完成,"2016-06-06 14:28:09"
8890288,HPM,皇富矿业,购买,2,5.08,10.16,0.00,交易完成,"2016-06-06 14:28:01"
99996125,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 14:27:58"
5688788,HPM,皇富矿业,购买,159,5.08,807.72,0.00,交易完成,"2016-06-06 14:27:34"
YT6678,HPM,皇富矿业,购买,14000,5.08,71120.00,0.00,交易完成,"2016-06-06 14:27:30"
66663639,HPM,皇富矿业,购买,32,5.08,162.56,0.00,交易完成,"2016-06-06 14:27:19"
99993478,HPM,皇富矿业,购买,79,5.08,401.32,0.00,交易完成,"2016-06-06 14:26:29"
18005791,HPM,皇富矿业,购买,134,5.08,680.72,0.00,交易完成,"2016-06-06 14:26:12"
083248,HPM,皇富矿业,购买,98,5.08,497.84,0.00,交易完成,"2016-06-06 14:26:08"
XLY001,HPM,皇富矿业,购买,13,5.08,66.04,0.00,交易完成,"2016-06-06 14:25:58"
54973480,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 14:25:50"
XLY001,HPM,皇富矿业,购买,368,5.08,1869.44,0.00,交易完成,"2016-06-06 14:25:23"
LX001,HPM,皇富矿业,购买,13957,5.08,70901.56,0.00,交易完成,"2016-06-06 14:25:10"
ZQY001,HPM,皇富矿业,购买,315,5.08,1600.20,0.00,交易完成,"2016-06-06 14:25:06"
661827,HPM,皇富矿业,购买,381,5.08,1935.48,0.00,交易完成,"2016-06-06 14:24:50"
LJL001,HPM,皇富矿业,购买,2953,5.08,15001.24,0.00,交易完成,"2016-06-06 14:24:26"
LFL888,HPM,皇富矿业,购买,2020,5.08,10261.60,0.00,交易完成,"2016-06-06 14:23:28"
YT179179,HPM,皇富矿业,购买,1968,5.08,9997.44,0.00,交易完成,"2016-06-06 14:23:20"
MCH003,HPM,皇富矿业,购买,82834,5.08,420796.72,0.00,交易完成,"2016-06-06 14:23:11"
009009138,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 14:22:43"
956881,HPM,皇富矿业,购买,4270,5.08,21691.60,0.00,交易完成,"2016-06-06 14:22:25"
99997566,HPM,皇富矿业,购买,656,5.08,3332.48,0.00,交易完成,"2016-06-06 14:21:46"
99998433,HPM,皇富矿业,购买,1489,5.08,7564.12,0.00,交易完成,"2016-06-06 14:21:16"
YT19999,HPM,皇富矿业,购买,230,5.08,1168.40,0.00,交易完成,"2016-06-06 14:20:54"
ylx8889688,HPM,皇富矿业,购买,6481,5.08,32923.48,0.00,交易完成,"2016-06-06 14:20:14"
yt06,HPM,皇富矿业,购买,600,5.08,3048.00,0.00,交易完成,"2016-06-06 14:19:46"
53710812,HPM,皇富矿业,购买,43760,5.08,222300.80,0.00,交易完成,"2016-06-06 14:19:40"
15815868,HPM,皇富矿业,购买,36,5.08,182.88,0.00,交易完成,"2016-06-06 14:18:56"
lxm1234,HPM,皇富矿业,购买,2384,5.08,12110.72,0.00,交易完成,"2016-06-06 14:18:33"
wql88888,HPM,皇富矿业,购买,2384,5.08,12110.72,0.00,交易完成,"2016-06-06 14:17:14"
YT014523,HPM,皇富矿业,购买,591,5.08,3002.28,0.00,交易完成,"2016-06-06 14:17:14"
yt06,HPM,皇富矿业,购买,8600,5.08,43688.00,0.00,交易完成,"2016-06-06 14:16:30"
69255098,HPM,皇富矿业,购买,201,5.08,1021.08,0.00,交易完成,"2016-06-06 14:16:01"
nry1234,HPM,皇富矿业,购买,19665,5.08,99898.20,0.00,交易完成,"2016-06-06 14:15:51"
3043,HPM,皇富矿业,购买,3950,5.08,20066.00,0.00,交易完成,"2016-06-06 14:15:12"
5965800,HPM,皇富矿业,购买,512,5.08,2600.96,0.00,交易完成,"2016-06-06 14:14:10"
42050778,HPM,皇富矿业,购买,4169,5.08,21178.52,0.00,交易完成,"2016-06-06 14:14:01"
80824068,HPM,皇富矿业,购买,2351,5.04,11849.04,0.00,交易完成,"2016-06-06 14:12:04"
ZYG888,HPM,皇富矿业,购买,5000,5.04,25200.00,0.00,交易完成,"2016-06-06 14:10:39"
188288388,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 14:10:21"
99993478,HPM,皇富矿业,购买,159,5.04,801.36,0.00,交易完成,"2016-06-06 14:09:54"
20150615,PPE,越南电力油气咨询工程公司,出售,1243,4.96,6165.28,61.65,交易完成,"2016-06-06 14:09:38"
LZS168,HPM,皇富矿业,购买,1090,5.04,5493.60,0.00,交易完成,"2016-06-06 14:09:23"
99995066,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 14:08:23"
99991112,HPM,皇富矿业,购买,12607,5.04,63539.28,0.00,交易完成,"2016-06-06 14:08:07"
20150515,PPE,越南电力油气咨询工程公司,出售,4950,4.96,24552.00,245.52,交易完成,"2016-06-06 14:06:26"
86910658,HPM,皇富矿业,购买,6520,5.04,32860.80,0.00,交易完成,"2016-06-06 14:06:09"
99991113,HPM,皇富矿业,购买,18171,5.04,91581.84,0.00,交易完成,"2016-06-06 14:02:53"
28581044,HPM,皇富矿业,购买,26340,5.04,132753.60,0.00,交易完成,"2016-06-06 14:01:57"
158,HPM,皇富矿业,购买,112200,5.04,565488.00,0.00,交易完成,"2016-06-06 14:01:44"
18003538,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 12:29:54"
7835,HPM,皇富矿业,购买,201,5.04,1013.04,0.00,交易完成,"2016-06-06 12:25:05"
881936,HPM,皇富矿业,购买,100,5.04,504.00,0.00,交易完成,"2016-06-06 12:23:38"
62935663,HPM,皇富矿业,购买,115,5.04,579.60,0.00,交易完成,"2016-06-06 12:20:26"
18008141,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 12:19:30"
xnl01,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 12:08:59"
00100122,HPM,皇富矿业,购买,2,5.04,10.08,0.00,交易完成,"2016-06-06 12:01:37"
76559616,HPM,皇富矿业,购买,999,5.04,5034.96,0.00,交易完成,"2016-06-06 11:50:43"
99998776,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 11:46:42"
DSX001,HPM,皇富矿业,出售,1,5.04,5.04,0.05,交易完成,"2016-06-06 11:45:03"
784888,HPM,皇富矿业,购买,909,5.04,4581.36,0.00,交易完成,"2016-06-06 11:43:35"
SQL008,HPM,皇富矿业,购买,257,5.04,1295.28,0.00,交易完成,"2016-06-06 11:43:26"
3173,HPM,皇富矿业,购买,1964,5.04,9898.56,0.00,交易完成,"2016-06-06 11:43:21"
DSX001,HPM,皇富矿业,购买,1626,5.04,8195.04,0.00,交易完成,"2016-06-06 11:43:11"
84856666,HPM,皇富矿业,购买,17857,5.04,89999.28,0.00,交易完成,"2016-06-06 11:42:24"
2900001,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 11:41:58"
yx2292,HPM,皇富矿业,购买,1000,5.04,5040.00,0.00,交易完成,"2016-06-06 11:40:59"
P84859999,HPM,皇富矿业,购买,32277,5.04,162676.08,0.00,交易完成,"2016-06-06 11:39:34"
00100100,HPM,皇富矿业,购买,1,5.04,5.04,0.00,交易完成,"2016-06-06 11:39:31"
zdr,HPM,皇富矿业,购买,120,5.04,604.80,0.00,交易完成,"2016-06-06 11:39:12"
zzl668,HPM,皇富矿业,购买,400,5.04,2016.00,0.00,交易完成,"2016-06-06 11:34:44"
88888,HPM,皇富矿业,购买,1643,5.04,8280.72,0.00,交易完成,"2016-06-06 11:33:34"
yt077,HPM,皇富矿业,购买,9900,5.04,49896.00,0.00,交易完成,"2016-06-06 11:33:14"
ZX001,HPM,皇富矿业,购买,184,5.04,927.36,0.00,交易完成,"2016-06-06 11:30:00"
CHJH24581,HPM,皇富矿业,购买,198,5.04,997.92,0.00,交易完成,"2016-06-06 11:29:56"
99991109,HPM,皇富矿业,购买,109,5.04,549.36,0.00,交易完成,"2016-06-06 11:27:51"
LMN001,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 11:27:44"
81570112,HPM,皇富矿业,出售,8000,5.04,40320.00,403.20,交易完成,"2016-06-06 11:25:37"
56888888,HPM,皇富矿业,购买,178,5.04,897.12,0.00,交易完成,"2016-06-06 11:24:16"
66616662,HPM,皇富矿业,购买,239,5.04,1204.56,0.00,交易完成,"2016-06-06 11:22:18"
856,HPM,皇富矿业,购买,12118,5.04,61074.72,0.00,交易完成,"2016-06-06 11:21:32"
00100116,HPM,皇富矿业,出售,20000,5.04,100800.00,1008.00,交易完成,"2016-06-06 11:21:03"
b201602178,HPM,皇富矿业,购买,364,5.04,1834.56,0.00,交易完成,"2016-06-06 11:20:47"
b201602178,HPM,皇富矿业,购买,373,5.04,1879.92,0.00,交易完成,"2016-06-06 11:19:59"
P16881688,HPM,皇富矿业,购买,935,5.04,4712.40,0.00,交易完成,"2016-06-06 11:19:37"
yx2292,HPM,皇富矿业,购买,360,5.04,1814.40,0.00,交易完成,"2016-06-06 11:19:16"
ldj168,HPM,皇富矿业,购买,238,5.04,1199.52,0.00,交易完成,"2016-06-06 11:18:28"
lj889,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 11:16:59"
YT333886,HPM,皇富矿业,出售,15237,5.04,76794.48,767.94,交易完成,"2016-06-06 11:16:28"
GWH889,HPM,皇富矿业,购买,662,5.04,3336.48,0.00,交易完成,"2016-06-06 11:15:32"
hsq1688,HPM,皇富矿业,购买,338,5.04,1703.52,0.00,交易完成,"2016-06-06 11:15:04"
K96256779,HPM,皇富矿业,购买,2685,5.04,13532.40,0.00,交易完成,"2016-06-06 11:14:45"
zyb889,HPM,皇富矿业,购买,595,5.04,2998.80,0.00,交易完成,"2016-06-06 11:14:04"
2016089,HPM,皇富矿业,购买,19841,5.04,99998.64,0.00,交易完成,"2016-06-06 11:13:25"
zql1688,HPM,皇富矿业,购买,455,5.04,2293.20,0.00,交易完成,"2016-06-06 11:12:27"
21578465,HPM,皇富矿业,购买,19841,5.04,99998.64,0.00,交易完成,"2016-06-06 11:12:27"
99995858,PPE,越南电力油气咨询工程公司,购买,1,4.95,4.95,0.00,交易完成,"2016-06-06 11:12:09"
K96150225,HPM,皇富矿业,购买,2685,5.04,13532.40,0.00,交易完成,"2016-06-06 11:11:15"
PHL008,HPM,皇富矿业,购买,2956,5.04,14898.24,0.00,交易完成,"2016-06-06 11:11:06"
ztw889,HPM,皇富矿业,购买,376,5.04,1895.04,0.00,交易完成,"2016-06-06 11:10:43"
zsl889,HPM,皇富矿业,购买,99,5.04,498.96,0.00,交易完成,"2016-06-06 11:09:02"
